Prediksi Pasang Surut BIG 
Direktorat Sistem Referensi Geospasial 
Badan Informasi Geospasial 
Email : srgi@big.go.id 
Lat: -8.437600  Lon: 112.667364 

 
     Lat       Lon        yyyy-mm-dd hh:mm:ss (UTC)     z(m)
    -8.4376  112.6674     2026-01-20 09:00:00    -0.589
    -8.4376  112.6674     2026-01-20 10:00:00    -0.450
    -8.4376  112.6674     2026-01-20 11:00:00    -0.138
    -8.4376  112.6674     2026-01-20 12:00:00     0.275
    -8.4376  112.6674     2026-01-20 13:00:00     0.683
    -8.4376  112.6674     2026-01-20 14:00:00     0.979
    -8.4376  112.6674     2026-01-20 15:00:00     1.077
    -8.4376  112.6674     2026-01-20 16:00:00     0.942
    -8.4376  112.6674     2026-01-20 17:00:00     0.593
    -8.4376  112.6674     2026-01-20 18:00:00     0.105
    -8.4376  112.6674     2026-01-20 19:00:00    -0.414
    -8.4376  112.6674     2026-01-20 20:00:00    -0.844
    -8.4376  112.6674     2026-01-20 21:00:00    -1.089
    -8.4376  112.6674     2026-01-20 22:00:00    -1.096
    -8.4376  112.6674     2026-01-20 23:00:00    -0.873
    -8.4376  112.6674     2026-01-21 00:00:00    -0.480
    -8.4376  112.6674     2026-01-21 01:00:00    -0.020
    -8.4376  112.6674     2026-01-21 02:00:00     0.390
    -8.4376  112.6674     2026-01-21 03:00:00     0.650
    -8.4376  112.6674     2026-01-21 04:00:00     0.703
    -8.4376  112.6674     2026-01-21 05:00:00     0.544
    -8.4376  112.6674     2026-01-21 06:00:00     0.229
    -8.4376  112.6674     2026-01-21 07:00:00    -0.148
    -8.4376  112.6674     2026-01-21 08:00:00    -0.476
    -8.4376  112.6674     2026-01-21 09:00:00    -0.655
    -8.4376  112.6674     2026-01-21 10:00:00    -0.629
    -8.4376  112.6674     2026-01-21 11:00:00    -0.394
    -8.4376  112.6674     2026-01-21 12:00:00    -0.005
    -8.4376  112.6674     2026-01-21 13:00:00     0.440
    -8.4376  112.6674     2026-01-21 14:00:00     0.824
    -8.4376  112.6674     2026-01-21 15:00:00     1.043
    -8.4376  112.6674     2026-01-21 16:00:00     1.032
    -8.4376  112.6674     2026-01-21 17:00:00     0.782
    -8.4376  112.6674     2026-01-21 18:00:00     0.345
    -8.4376  112.6674     2026-01-21 19:00:00    -0.180
    -8.4376  112.6674     2026-01-21 20:00:00    -0.672
    -8.4376  112.6674     2026-01-21 21:00:00    -1.014
    -8.4376  112.6674     2026-01-21 22:00:00    -1.128
    -8.4376  112.6674     2026-01-21 23:00:00    -0.993
    -8.4376  112.6674     2026-01-22 00:00:00    -0.647
    -8.4376  112.6674     2026-01-22 01:00:00    -0.181
    -8.4376  112.6674     2026-01-22 02:00:00     0.287
    -8.4376  112.6674     2026-01-22 03:00:00     0.642
    -8.4376  112.6674     2026-01-22 04:00:00     0.798
    -8.4376  112.6674     2026-01-22 05:00:00     0.726
    -8.4376  112.6674     2026-01-22 06:00:00     0.453
    -8.4376  112.6674     2026-01-22 07:00:00     0.063
    -8.4376  112.6674     2026-01-22 08:00:00    -0.334
    -8.4376  112.6674     2026-01-22 09:00:00    -0.625
    -8.4376  112.6674     2026-01-22 10:00:00    -0.726
    -8.4376  112.6674     2026-01-22 11:00:00    -0.604
    -8.4376  112.6674     2026-01-22 12:00:00    -0.288
    -8.4376  112.6674     2026-01-22 13:00:00     0.143
    -8.4376  112.6674     2026-01-22 14:00:00     0.576
    -8.4376  112.6674     2026-01-22 15:00:00     0.894
    -8.4376  112.6674     2026-01-22 16:00:00     1.009
    -8.4376  112.6674     2026-01-22 17:00:00     0.884
    -8.4376  112.6674     2026-01-22 18:00:00     0.540
    -8.4376  112.6674     2026-01-22 19:00:00     0.056
    -8.4376  112.6674     2026-01-22 20:00:00    -0.452
    -8.4376  112.6674     2026-01-22 21:00:00    -0.863
    -8.4376  112.6674     2026-01-22 22:00:00    -1.077
    -8.4376  112.6674     2026-01-22 23:00:00    -1.045
    -8.4376  112.6674     2026-01-23 00:00:00    -0.778
    -8.4376  112.6674     2026-01-23 01:00:00    -0.345
    -8.4376  112.6674     2026-01-23 02:00:00     0.145
    -8.4376  112.6674     2026-01-23 03:00:00     0.570
    -8.4376  112.6674     2026-01-23 04:00:00     0.829
    -8.4376  112.6674     2026-01-23 05:00:00     0.861
    -8.4376  112.6674     2026-01-23 06:00:00     0.668
    -8.4376  112.6674     2026-01-23 07:00:00     0.308
    -8.4376  112.6674     2026-01-23 08:00:00    -0.118
    -8.4376  112.6674     2026-01-23 09:00:00    -0.494
    -8.4376  112.6674     2026-01-23 10:00:00    -0.718
    -8.4376  112.6674     2026-01-23 11:00:00    -0.730
    -8.4376  112.6674     2026-01-23 12:00:00    -0.527
    -8.4376  112.6674     2026-01-23 13:00:00    -0.162
    -8.4376  112.6674     2026-01-23 14:00:00     0.267
    -8.4376  112.6674     2026-01-23 15:00:00     0.645
    -8.4376  112.6674     2026-01-23 16:00:00     0.869
    -8.4376  112.6674     2026-01-23 17:00:00     0.874
    -8.4376  112.6674     2026-01-23 18:00:00     0.654
    -8.4376  112.6674     2026-01-23 19:00:00     0.258
    -8.4376  112.6674     2026-01-23 20:00:00    -0.218
    -8.4376  112.6674     2026-01-23 21:00:00    -0.656
    -8.4376  112.6674     2026-01-23 22:00:00    -0.947
    -8.4376  112.6674     2026-01-23 23:00:00    -1.018
    -8.4376  112.6674     2026-01-24 00:00:00    -0.852
    -8.4376  112.6674     2026-01-24 01:00:00    -0.489
    -8.4376  112.6674     2026-01-24 02:00:00    -0.020
    -8.4376  112.6674     2026-01-24 03:00:00     0.442
    -8.4376  112.6674     2026-01-24 04:00:00     0.784
    -8.4376  112.6674     2026-01-24 05:00:00     0.926
    -8.4376  112.6674     2026-01-24 06:00:00     0.839
    -8.4376  112.6674     2026-01-24 07:00:00     0.553
    -8.4376  112.6674     2026-01-24 08:00:00     0.147
    -8.4376  112.6674     2026-01-24 09:00:00    -0.272
    -8.4376  112.6674     2026-01-24 10:00:00    -0.596
    -8.4376  112.6674     2026-01-24 11:00:00    -0.742
    -8.4376  112.6674     2026-01-24 12:00:00    -0.678
    -8.4376  112.6674     2026-01-24 13:00:00    -0.425
    -8.4376  112.6674     2026-01-24 14:00:00    -0.056
    -8.4376  112.6674     2026-01-24 15:00:00     0.328
    -8.4376  112.6674     2026-01-24 16:00:00     0.622
    -8.4376  112.6674     2026-01-24 17:00:00     0.745
    -8.4376  112.6674     2026-01-24 18:00:00     0.660
    -8.4376  112.6674     2026-01-24 19:00:00     0.386
    -8.4376  112.6674     2026-01-24 20:00:00    -0.009
    -8.4376  112.6674     2026-01-24 21:00:00    -0.425
    -8.4376  112.6674     2026-01-24 22:00:00    -0.755
    -8.4376  112.6674     2026-01-24 23:00:00    -0.912
    -8.4376  112.6674     2026-01-25 00:00:00    -0.854
    -8.4376  112.6674     2026-01-25 01:00:00    -0.591
    -8.4376  112.6674     2026-01-25 02:00:00    -0.184
    -8.4376  112.6674     2026-01-25 03:00:00     0.270
    -8.4376  112.6674     2026-01-25 04:00:00     0.662
    -8.4376  112.6674     2026-01-25 05:00:00     0.900
    -8.4376  112.6674     2026-01-25 06:00:00     0.933
    -8.4376  112.6674     2026-01-25 07:00:00     0.757
    -8.4376  112.6674     2026-01-25 08:00:00     0.422
    -8.4376  112.6674     2026-01-25 09:00:00     0.014
    -8.4376  112.6674     2026-01-25 10:00:00    -0.364
    -8.4376  112.6674     2026-01-25 11:00:00    -0.621
    -8.4376  112.6674     2026-01-25 12:00:00    -0.701
    -8.4376  112.6674     2026-01-25 13:00:00    -0.593
    -8.4376  112.6674     2026-01-25 14:00:00    -0.335
    -8.4376  112.6674     2026-01-25 15:00:00    -0.005
    -8.4376  112.6674     2026-01-25 16:00:00     0.304
    -8.4376  112.6674     2026-01-25 17:00:00     0.506
    -8.4376  112.6674     2026-01-25 18:00:00     0.545
    -8.4376  112.6674     2026-01-25 19:00:00     0.410
    -8.4376  112.6674     2026-01-25 20:00:00     0.133
    -8.4376  112.6674     2026-01-25 21:00:00    -0.210
    -8.4376  112.6674     2026-01-25 22:00:00    -0.529
    -8.4376  112.6674     2026-01-25 23:00:00    -0.738
    -8.4376  112.6674     2026-01-26 00:00:00    -0.776
    -8.4376  112.6674     2026-01-26 01:00:00    -0.627
    -8.4376  112.6674     2026-01-26 02:00:00    -0.319
    -8.4376  112.6674     2026-01-26 03:00:00     0.077
    -8.4376  112.6674     2026-01-26 04:00:00     0.473
    -8.4376  112.6674     2026-01-26 05:00:00     0.776
    -8.4376  112.6674     2026-01-26 06:00:00     0.920
    -8.4376  112.6674     2026-01-26 07:00:00     0.874
    -8.4376  112.6674     2026-01-26 08:00:00     0.656
    -8.4376  112.6674     2026-01-26 09:00:00     0.320
    -8.4376  112.6674     2026-01-26 10:00:00    -0.051
    -8.4376  112.6674     2026-01-26 11:00:00    -0.372
    -8.4376  112.6674     2026-01-26 12:00:00    -0.573
    -8.4376  112.6674     2026-01-26 13:00:00    -0.617
    -8.4376  112.6674     2026-01-26 14:00:00    -0.509
    -8.4376  112.6674     2026-01-26 15:00:00    -0.292
    -8.4376  112.6674     2026-01-26 16:00:00    -0.033
    -8.4376  112.6674     2026-01-26 17:00:00     0.191
    -8.4376  112.6674     2026-01-26 18:00:00     0.317
    -8.4376  112.6674     2026-01-26 19:00:00     0.310
    -8.4376  112.6674     2026-01-26 20:00:00     0.174
    -8.4376  112.6674     2026-01-26 21:00:00    -0.054
    -8.4376  112.6674     2026-01-26 22:00:00    -0.310
    -8.4376  112.6674     2026-01-26 23:00:00    -0.520
    -8.4376  112.6674     2026-01-27 00:00:00    -0.623
    -8.4376  112.6674     2026-01-27 01:00:00    -0.582
    -8.4376  112.6674     2026-01-27 02:00:00    -0.396
    -8.4376  112.6674     2026-01-27 03:00:00    -0.100
    -8.4376  112.6674     2026-01-27 04:00:00     0.245
    -8.4376  112.6674     2026-01-27 05:00:00     0.563
    -8.4376  112.6674     2026-01-27 06:00:00     0.786
    -8.4376  112.6674     2026-01-27 07:00:00     0.867
    -8.4376  112.6674     2026-01-27 08:00:00     0.793
    -8.4376  112.6674     2026-01-27 09:00:00     0.583
    -8.4376  112.6674     2026-01-27 10:00:00     0.287
    -8.4376  112.6674     2026-01-27 11:00:00    -0.029
    -8.4376  112.6674     2026-01-27 12:00:00    -0.300
    -8.4376  112.6674     2026-01-27 13:00:00    -0.473
    -8.4376  112.6674     2026-01-27 14:00:00    -0.526
    -8.4376  112.6674     2026-01-27 15:00:00    -0.464
    -8.4376  112.6674     2026-01-27 16:00:00    -0.320
    -8.4376  112.6674     2026-01-27 17:00:00    -0.145
    -8.4376  112.6674     2026-01-27 18:00:00     0.008
    -8.4376  112.6674     2026-01-27 19:00:00     0.094
    -8.4376  112.6674     2026-01-27 20:00:00     0.091
    -8.4376  112.6674     2026-01-27 21:00:00     0.003
    -8.4376  112.6674     2026-01-27 22:00:00    -0.142
    -8.4376  112.6674     2026-01-27 23:00:00    -0.298
    -8.4376  112.6674     2026-01-28 00:00:00    -0.415
    -8.4376  112.6674     2026-01-28 01:00:00    -0.452
    -8.4376  112.6674     2026-01-28 02:00:00    -0.386
    -8.4376  112.6674     2026-01-28 03:00:00    -0.219
    -8.4376  112.6674     2026-01-28 04:00:00     0.023
    -8.4376  112.6674     2026-01-28 05:00:00     0.294
    -8.4376  112.6674     2026-01-28 06:00:00     0.542
    -8.4376  112.6674     2026-01-28 07:00:00     0.718
    -8.4376  112.6674     2026-01-28 08:00:00     0.786
    -8.4376  112.6674     2026-01-28 09:00:00     0.734
    -8.4376  112.6674     2026-01-28 10:00:00     0.574
    -8.4376  112.6674     2026-01-28 11:00:00     0.339
    -8.4376  112.6674     2026-01-28 12:00:00     0.073
    -8.4376  112.6674     2026-01-28 13:00:00    -0.175
    -8.4376  112.6674     2026-01-28 14:00:00    -0.364
    -8.4376  112.6674     2026-01-28 15:00:00    -0.469
    -8.4376  112.6674     2026-01-28 16:00:00    -0.485
    -8.4376  112.6674     2026-01-28 17:00:00    -0.426
    -8.4376  112.6674     2026-01-28 18:00:00    -0.321
    -8.4376  112.6674     2026-01-28 19:00:00    -0.205
    -8.4376  112.6674     2026-01-28 20:00:00    -0.111
    -8.4376  112.6674     2026-01-28 21:00:00    -0.063
    -8.4376  112.6674     2026-01-28 22:00:00    -0.068
    -8.4376  112.6674     2026-01-28 23:00:00    -0.117
